,message
79889,Problem is that core has enough through utility retained gen and QF contracts and noncore is going to market so they dont need any of it which means its both above market and not needed Phillip K AllenENRONenronXgate 06202001 1009 AM Contracts jeff Is the problem that the energy DWR purchased is above market and not needed by CORE or just above market If the energy is needed by CORE wouldnt the deals just be blended in as costs like utility gen and QF supply If the energy is not needed now could the state sell back the excess then compute the exact loss and put a surcharge on rates for all or some customers that recoup that amount over time Once again there would be a CTC type recovery period but there would not be the risk that the market price must stay below a fixed price for the stranded costs to be recovered Phillip  Kaufman Paul Mara Susan Allen Phillip K Yoder Christian Hall Steve C ContractsSensitivity Confidential PLEASE KEEP THIS NOTE AND THE INFORMATION CONTAINED IN THE NOTE CONFIDENTIAL As folks are aware we have been engaged in closedpast two weeks regarding a possible marketelectricity crisis In the room are the major large customer groups environmentalists small customers TURN Independent Energy Producers labor the Western States Petroleum Association and Enron The negotiations were convened by the Speaker of the Assembly Bob Hertzberg When Hertzberg convened the meeting he told the parties that he wanted to achieve a corenoncore structure similar to the structure in place in Californias gas market ie large customers are required to buy gas from the market with Direct Access available to all other customers In effect core customers rez and small business would be served by the utilities retained generating assets and QF contracts and large customers would go to market The corenoncore structure would begin 1103 The negotiating group has struggled over the past two weeks but is close devising a framework for corenoncore in Californis but who pays for the utilities past debts and the costs of DWR power purchased between January and today remain very contentious Unfortunately with the release of the information regarding the DWR contracts last Friday it is now clear that achieving a corenoncore structure will be very difficult unless something is done to mitigate the contracts The problem is that if core is served by utility gen and QFs and large customers are in the market there is no or very little need for the DWR contracts Instead they look like a signficant stranded cost Hertzberg and the negotiating group are looking to Enron for creative ways to address the DWR contract problem in order to prevent the contracts from 1 killing the corenoncore deal and 2 forcing California to accept a structure focused on a state power authority headedinclude Direct Access Christian Yoder and Steve Hall are reviewing the contracts to analyze any out clauses that the buyer andor the seller might have under the contract provisions My cursory review of the contracts suggests that outs for the state are minimal or nonexistent In addition weve started batting around ideas about how the State might reform the contracts All this said want to let everyone know that we have made it extremely clear that Enron fundamentally opposes any and all attempts to unilaterally abrogate anyones contract rights Wed like to have a quick call tomorrow 30options that we can offer Hertzberg to handle the contracts and keep the corenoncore solution alive Wed like to try to have the the call at 1 PM PDT Please let me know if this works for you and if it doesnt please let me know if theres a time after 1 PM PDT that works for you Thanks Jeff 
86160,Jerry Scarbroughs True Orange The newsletter for the true Texas Longhorn faithful Volume 11 No 16 April 23 2001 True Orange Crystal Ball Shows 2001 Season Will Be Longhorns Break My crystal ball was a little faulty last year because it didnt show TE Bo Scaife going down for the season in the first preWithout that important piece of data I predicted the Longhorns would win at least 10 regular season games They won nine without Scaife and I think they would have won 10 with him because the Stanford loss came before the great freshmen wide receivers became the goIm more confident this year because the Longhorns are deeper and even more talented than they were last season so Im going to go way out on a limb and predict the 2001 season will be remembered as the one we all will recall as the Horns breakBy that I mean I think they will break into the top 10 and stay there for years and years Since the Longhorns havent finished in the top 10 since 1982 that sounds like a tall order for this team This will be coach Mack Browns fourth team at Texas and it should be his best one by far His fourth recruiting class will enroll in September and it will be his third straight great one that means the first group of great recruits will be starting their third years They will be juniors or redshirt sophomores The third year normally is one when players who have been able to play at a high level at times learn how to play at a high level consistently This team will have some flaws but every team has flaws The great teams simply have enough great players to win in spite of their flaws The Longhorns have offensive weapons that are almost off the chart With a healthy Scaife who is that rarity at TE can turn a sixsophomoresfreshman receiving record last year When a team has an awesome tight end and Scaife is one of those with sophomore Brock Edwards not too far behind it creates matchr any defense Linebackers normally cover tight ends and good tight ends even one who arent really fast usually win those matchups Fast tight ends who can catch in a crowd usually draw coverage from a safety But then Williams and Johnson create problems because Williams almost always draws double coverage and Johnson is a huge threat to go all the way if one safety is worrying about Scaife and the other one is helping out on Williams QB Chris Simms seems to be developing into the great player he was expected to be after all the recruiting services tabbed him as the No 1 prospect in the country when he was a senior in high school The obvious solution for a defensive coordinator would be to play five or six defensive backs most of the time or to go to a zone defense But Brown says the Horns will be a better running team than they have been since Ricky Williams departed and a more experienced line and a bigger tailback should make that happen Hodges Mitchell was a great little tailback but this offense is designed primarily to pass or run between the tackles When you want to run between the tackles it helps to have a big powerful tailback The tailback this season whether it is one of the returnees or heralded recruit Cedric Benson will be bigger and more powerful than Mitchell The line was a good passguys back it should be much better this year The only big question about the offense will be one of consistency When Simms who shared time with Major Applewhite last season was at the helm the team often had long long dry spells In the 43is the Longhorns fourBut I remember being scared silly at the half because the offense had made only one first down in the entire half and the defense was showing signs of tiring because of all those 3And that was not an unusual happening In the bowl loss to Oregon Simms took the Longhorns on long backt the Horns generated little offense in the first and third quarters I could cite other examples because there are plenty to cite but Simms is a year older and wiser and so are the receivers who performed better last season than any of us have a right to expect true freshmen to perform A bigger stronger tailback also will be able to pick up more of those thirdDefensively eight starters return from an outstanding unit The Longhorns lost two great defensive tackles but the power teams in the Southern Division of the Big 12 rely a lot more on the pass than they do on the run and the tackles UT will play this year are quicker and might supply a better pass rush Defensive coordinator Carl Reese also made several position changes in the spring that are certain to generate a better pass rush If you remember the Oregon game the Ducks used quick undersized linemen to harass Simms and it worked remarkably well most of the time With former DE Maurice Gordon now a super quick DT and former OLB O J McClintock now a super quick DE look for the Longhorns to be a much better pass rushing team in 2001 I do worry a lot about the Horns placeng in several walkzone and make most of the 40Even if the kicking problems arent solved this is a team with enough weapons offensively and defensively to be a top 10 team No one in the college ranks will be better or deeper at the receiving positions particularly when the tight ends are added to the mix and few teams will have better defensive secondaries The offensive line will be one of the best pass2 and the defensive line despite having two new tackles also will be one of the leagues best Heres the way I see the Big 12 South race winding up and briefly why I place each team at its particular spot 1 Texas 2 Oklahoma another great QB 3 Texas Tech and Oklahoma 4 Texas AM talent 5 Oklahoma State any better 6 Baylor and overworked defense Nebraska should win the North mainly because the Huskers host the big game with Kansas State The Southern Division teams have beaten the North three times in the five championship games and I think Texas or Oklahoma will make it four this year The South is a lot stronger than the folks ts in the North think and its getting stronger every year 900 Number Updated Frequently I update my 900 number at least twice a week with football and football recruiting news The number is 1must be 18 or older to call UT Starts Another Great Recruiting Year with First Pledge The Longhorns have three great recruiting classes in succession and they made a good start on a fourth earlier this month when outstanding Brownwood junior OL Bret Valdez 6coaches Valdez one of the states great run blockers said he went to the UT spring game March 31 and really liked what he saw He said the Texas coaches offered him a scholarship at the spring game They told me I was the first offensive lineman they have offered this year he said adding that he went home and talked to his parents about it and decided he wanted to be a Longhorn He said he came to Austin the weekend after the spring game and competed in the Texas Relays throwing the shot and discus  After I was through competing he said I went over to the coaches offices and talked to coach Mack Brown and coaches Tim Nunez and Mike Tolleson and told them I was ready to commit Im really excited about being a Longhorn He said he also was being recruited by about 20 other schools including Florida State Texas AM Oklahoma Alabama and Notre Dame The first time they can come see us is in May and Florida State AM OU Notre Dame and Alabama coaches had all told my coach they were going to come down and see me then But he said they need to change their travel plans because he is firmly committed to the Longhorns and will tell any other coaches who contact him that he is a future Longhorn Texas has really been recruiting well every year and I think they have a great shot at winning a national championship in the next year or two he said I like the way they emphasize academics too I think Ill have a good chance to start after a redshirt year he said The Longhorns probably will sign only three offensive line prospects next February and the coaches have not offered scholarships to any other offensive line prospects I have been talking to so they must consider Valdez to be the states top OL prospect Brownwood went 11s thrown the shot 53 feet and discus 162On tape Valdez is a very aggressive blocker who has an explosive start that allows him to make quick contact and then he simply drives his guy backward He has the quickest start of any of the big offensive line prospects I have seen this year One of the best things about him is that he is only 16 and wont turn 17 until June 15 but he already benches 320 and squats 600 The Longhorns need a bumper crop of defensive linemen this year and they stand a very good chance to get an early commitment from one of the top ones around at their early June camp He is Lyle Sendlein 6s the No 1 recruit in Arizona Sendlein is the son of former UT and NFL LB Robin Sendlein and he is the brother of UT redshirt freshman LB Austin Sendlein I talked to Sendlein Sunday and he told me he is coming to the June 4 Longhorn camp I asked him if he is planning on going to any other camps this summer It depends on what happens at the Texas camp he said I might commit I really like Texas He said he also is being recruited by Notre Dame Arizona UCLA Arizona State USC and about 15 other schools Another top DT prospect who is a strong Texas lean is Kasey Studdard 6260 48 of Highlands Ranch Colo He is the son of David Studdard a former UT offensive line star who started for the Denver Broncos for about 10 years after his career at Texas Studdard told me Sunday he probably isnt going to go to any summer camps but he said I really like Texas He said other schools recruiting him include Colorado Colorado State Nebraska Washington USC and Missouri His sister Katie recently accepted a basketball scholarship at Northern Colorado DE Larry Dibbles of Lancaster who has thrown the shot nearly 61 feet says he is bigger and also a little bit faster than I have him listed Im 6who carries a 36 GPA on a 40 scale and has already made a qualifying score on the SAT I want to take it again to try to do better but Ive already made a qualifying score he said When I asked him if he plans to go to any camps this summer Dibbles said Im going to the Nike camp at AM and a Texas camp probably in late June I might go to one more camp maybe at Oklahoma He said Oklahoma LSU TCU and SMU have already offered him a scholarship and said other schools recruiting him include UT Notre Dame AM Purdue Florida and Nebraska When asked what he is looking for in a school he said Academics has to be first I want to major in something in the engineering or computer range I also want to know about the graduation rate for football players The coaches are important too and the chance to get playing time He said he went to the Longhorn coaches offices after competing in the Texas Relays and met with head coach Mack Brown DE coach Hardee McCrary and RB coach Bruce Chambers who recruits the Lancaster area It was nice in Austin he said Im pretty interested in Texas He also said he thinks Lancaster has a chance to make a good run in the playoffs this year We got to the third round last year and lost to Ennis he said Ennis won state and we had a lot of young players so we think we have a chance to do better this year Some of the top football players in the state are also some of the top track performers UT CB signee Michael Huff won the District 7and anchored the 400Another Longhorn CB recruit Cedric Griffin of San Antonio Holmes won the District 27triple jump with a 42There are always a lot of regional qualifier meets between the district and regional meets and junior RB DaBryan Blanton of Forney had some great times at the one in Glen Rose Friday running a 101 100 meters and 207 200 meters UT WR recruit Quan Cosby of Mart was second in both races running 105 and 2118 Junior RBCB Edorian McCullough of North Garland who is undefeated in the dashes this year ran 1036 and 2089 and anchored his 400to a win in 4107 in a regional qualifer meet in Mansfield Huff was second in the 200 in 2154 and third in the 100 in 1055 UT LB recruit Derrick Johnson ran a 1079 for third place in the 100 in a regional qualifiers meet in McGregor He has run a 106 this year
298452,whats up baby
458575,We talked about this last night and decided that YOU ARE THE MAN FOR THE JOB WELCOME TO HOUSTON BABY PACK THAT FAMILY UP AND COME ON DOWN Congratulations Chris Peter Nelson Houston Settlements last day is FridayIm not sure who will be replacing him at this point Mike P Purcell Settlements Coordinator Volume Management503
503267,This was sent out for comments Among those it was sent to is Ken Lay Greg I thought you needed to know FYI Peggy Mahoney 05222001 0637 PM DenneCorpEnronENRON Max EbertsHOUEESEES Elizabeth IversEnronEnronXGate Mark KoenigEnronEnronXGate Paula RiekerEnronEnronXGate Richard ShapiroNAEnronEnron James D SteffesNAEnronEnron Marty SundeHOUEESEES Evan HughesHOUEESEES Elizabeth TilneyHOUEESEES Diann HuddlesonHOUEESEES Janet R DietrichHOUEESEES Dan LeffHOUEESEES David W DelaineyHOUEESEES Don BlackHOUEESEES Mark S MullerHOUEESEES Kenneth LayEnronEnronXGate Vicki SharpHOUEESEES Attached is a draft of the letter wed like to send to our 16000 residential customers on Friday Please review and let me know your comments by 12 noon on Wednesday 
182334,The revised form of ISDA exhibitdoc which contains the credit support annex and letter of credit forms has been moved into the attorney forms bank under attyfmscurrent formsisdaexhdoc The old form of ISDAexhdoc is now under old forms in the attorney forms bank as attyfmsold formsoldISDAexhdoc Again per my last email the revised Multicurrency Schedule is already in attorney forms You may want to circulate blacklined drafts The Index to the swap forms is now also located in the attorney forms bank for your reference for the most current forms It is called formlistdoc London and Singapore FYI in addition to making changes to the ISDA collateral annex we made changes to the MAC definitions which we inserted into ISDAexhdoc for ease of the paralegals and made changes to the letter of credit terms as well as the form of Letter of Credit We also added in an alternative Credit Support Amount provision on the front page of the ISDA credit support annex to deal with situations when we do not want to return the Credit Support Amount during the term of the Master Agreement We moved the guaranty forms Enron Corp and Counterparty as a separate documents in the attorney forms bank attyfmscurrent formsguarantydoc The guaranty form was revised to 1 make it cover both confirms and masters so we dont need two separate forms on an ongoing basis and 2 we changed the procedures for timing of demands made on Enron deleting the 15 day period We are also discussing adding an assignment provision to the Enron Corp guaranty with Clement and will keep you posted We are close to finalizing changes to the Industrial Master as well as making changes to the Omnibus form of confirmation Also by the end of the day I will have moved our standard forms of Secretarys Certificates into the attorney forms bank
394558,Dave Ill get with Kevin Mike and Bob for consensus but first my two cents worth is that this doesnt make sense from a purely commercial standpoint It only makes sense if legal believes it is necessary Ive reviewed the proposal and technically have no problems with it Commercially however I have some problems First a few facts 1 The permit currently allows for over 1000 hours per year 2 A reduction to 9 ppm would allow for an increase to approx 3000 hours per year 3 Best case heat rate is 12300 which is the highest heat rate of all the peakers Extra run hours would be more valuable at one of the other TVA plants with a lower HR If New Albany were a good candidate for combined cycle then the extra run hours would be more valuable but as a simple cycle its difficult to envision needing more than 1000 hours 4 Though certainly not a representative year this year we ran approx 225 hours at New Albany 5 In 1999 we ran approximately 450 hours at New Albany With the loss of control area status ie parking privileges I would expect this to increase in a typical year but still not significantly above 1000 hours 6 Any increase in run hours would not be automatic though probable since a permit change would be required 7 This proposal would also clean up some other technical issues flame scanners etc however we have other proposals from PSM to clean these up for approx 100k 8 I leave it up to Kevin and Rogers to value their run hours but my view is that it is of minimal value and certainly not worth the 78MM in the proposal Im not as familiar with the Doyle contract so Ive not analyzed for the 39MM for Doyle Bottom line I recommend going forward only if driven by legal concerns Again Ill get back to you after Ive talked to Kevin Mike and Bob Mitch David W DelaineyECT 09252000 1023 AM MillerHOUECTECT Robert P VirgoHOUECTECT Guys Power Systems has given me a proposal to replace the New Albany and Doyle 7B burners This could possibly have two benefits a elimination of the possibly tainted equipment given current patent issues they are having with GE and b apparently the newer technology significantly reduces the Nox emission correlating into increased operating hours I need two things to determine if we want to move forward a Mark we need to be bullet proof on the patent or lack thereof issues on the new equipment and that it would protect us from further exposure and b Mitch Kevin Mike and Bob I need your technical and commercial opinions on the merits of this proposal ie do you as a team support this proposal I believe the timing on this is rather short Please get back to me at your earliest convenience I will forward a copy of the proposal to each of you Regards Delainey 
11560,Your SAP user ID is P00501250 Your initial password is your birthdate in YYYYMMDD format 808333 0712 PM How do I go about getting my logon id and password I seem to have deleted the e Thanks Eric Bass x30977 
253172,IMAGE  IMAGE IMAGE    Dear Amazon Customer Theres no doubt about it the holidays are here And at Amazoncom were celebrating like only we know howshipping Place your order for over 100 and now through Sunday December 10 well ship your items for free Dont worry with our great EMAHTSKCBLVDT selection youll have no problem finding the perfect gifts and shipping them for free But be sure to hurryplace your orders by next Sunday December 10 to take advantage of the best the season has to offer free shipping at Amazoncom IMAGE   Electronics Music Auctions Health  Beauty Tools Software Kitchen Cameras Books Lawn  Patio Video Games DVD Toys To see even more about this click here For the fine print follow the link to our free shipping offer We hope you enjoyed receiving this message However if youd rather not receive future eAmazoncom please visit your Amazoncom account page and under the Your Account Settings heading click the Update your communication preferences link Please note that this message was sent to the following 
199288,Shirley No problem Vince PS I shall take 3 vacation days 1227 through 1229 Wed through Fri This leaves me with two extra vacation days I would like to take off in December I shall give you the dates later I shall roll remaining 5 vacation days into 2001 Shirley Crenshaw 11292000 0334 PM Vince I have 4 days vacation left I would like to take Friday the 8th and the 27th 28th and 29th Please let me know if this is ok Anita will be here Thanks Shirley 
10471,Thought you might like Superfans comments Enron North America Corp William KellyHOUECTECT Kyle EtterHOUECTECT Kam KeiserHOUECTECT Jay ReitmeyerHOUECTECT Jeff CoatesHOUECTECT William KeeneyHOUECTECT Jeffrey C GossettHOUECTECT John KingHOUECTECT Luis MenaNAEnronEnron   ENRON Lisa GilletteHOUECTECT Susan M ScottHOUECTECT Dawn C KenneHOUECTECT Nick HiemstraHOUECTECT Benjamin ThomasonHOUECTECT David MarksHOUECTECT Timothy BlanchardHOUEESEES Easy there Superfan Remember you still have to win 1 of your last 3 games none of those are gimmes see UAB As far as bowls go LSU to the Cotton Bowl Come on the Sharpie Independence Bowl is more likely although UT will probably join you In addition a sweep would never happen if you were lucky enough to face UT Besides we have turned the corner after our embarrassing loss to OU the 2 team in the country I feel pretty good about our chances the rest of the way Face it the SEC is having a down year It happens to all Conferences Its just that this down year has enabled LSU a few chances to tear down the goalposts and against the 11 team in the country And far be it from me to defend the Aggies but which school was the one to back out of that contract a few years back See you in the Shreveport Final Score UT LSU Chad Landry 10242000 0932 AM CoffmanCorpEnronEnron William KellyHOUECTECT Kyle EtterHOUECTECT Kam KeiserHOUECTECT Jay ReitmeyerHOUECTECT Jeff CoatesHOUECTECT William KeeneyHOUECTECT Jeffrey C GossettHOUECTECT John KingHOUECTECT Luis MenaNAEnronEnron   ENRON Lisa GilletteHOUECTECT Susan M ScottHOUECTECT Dawn C KenneHOUECTECT Nick HiemstraHOUECTECT Benjamin ThomasonHOUECTECT David MarksHOUECTECT There are some pretty interesting college football predictions flying around After their incredible victory last Saturday night some folks have LSU going to the Cotton Bowl this year I would love to see LSU sweep UT this year in yet one more major college sportCollege World Series and yes football in the Cotton Bowl this year However it would be just as sweet to wip up on our old football nemesismore careful since the Aggies occasionally spice up their offense with a crazy REEEEEEEE We can only hope that one of these situations occur GEAUX TIGERS  CKL 
284345,Start Variances detected Variances detected in Energy ImportExport schedule LOG MESSAGES PARSING FILE Schedules2001040819txt  Variance found in table tblINTCHG_IMPEXP Details Hour 19  Preferred 1200  Final 1198 TRANS_TYPE FINAL SC_ID ECTRT MKT_TYPE 2 TRANS_ TIE_POINT PVERDE_5_DEVERS INTERCHG_ID EPMI_CISO_BEAR ENGY_TYPE WHEEL 
424344,Notice No 01March 30 2001 All Exchange Members Neal Wolkoff Executive Vice President NYMEX ACCESSr Web Site As of Sunday April 1st for trade date Monday April 2nd 2001 the NYMEX ACCESSr web site will remain unavailable We expect to have the web site available on Sunday April 8th for trade date April 9th We will inform you if the web site becomes available earlier Please call the NYMEX ACCESSr Control Center NACC for all NYMEX ACCESSr price information at 1 __________________________________________________ Please click on the link below to indicate you have received this email  Note If you click on the above line and nothing happens please copy the text between the quotes open your internet browser paste it into the web site address and press Return 
417247,Attached in Word Perfect format are the closing documents for the Hawaii I transaction Each of the documents has been marked to show changes from the prior version with the following exceptions i most of the documents related to the Danno B rollover are marked against the original Danno B documents and ii the Series Danno B Certificate is marked against the replacement certificate for Series McGarret A The documents are identified as follows Closing Checklist 266235 Trust Agreement 266236 Beneficial Interest Certificate 266242 Distribution Agreement 266243 Subscription Documents 266245 Ex H to Facility Agmt Transfer and Auction 266256 Ex I Part A to Facility Agmt Asset LLC Agmt 266270 Ex I Part B to Facility Agmt Transferor LLC Agmt 266276 Omnibus Amendment Danno B 267271 Series Certificate 267069 Series Supplement 267237 Drawdown Request 267252 Put Assignment 267264 Notice of Put Asgnmt 267266 B Interest Asgnmt 267267 Receipt of Transferor 267313 Receipt of Trust 267321 Transfer and Auction Agmt 267322 Direction Ltr to Owner Trustee of Hawaii Trust 267371 Notice of Prepayment 267365 Receipt of Agent 267366 Direction Ltr to Owner Trustee of Hawaii I Trust 267358  268701wpd
424331,I attach an execution copy of the guarantee Regards Anna Meytina          Cheryl   Attached please find an execution copy of the guaranty    Regards   Anna Meytina    Bear Stearns is not responsible for any recommendation solicitation offer or agreement or any information about any transaction customer account or account activity contained in this communication 
51076, Do you have any basic presentation on Enrons forests products business Could you tell me where I can find one thanks MOnika Monika for our pulp specialist whos coming to town on Thursday could you see if one of the pulp originators has a basic presentation on Enrons forest products business that we could e Thanks Dave David Thanks for all the info from you and Nyree Dinner Thursday is fine The only stuff I have not got is info about your plans mill ownership etc Perhaps you would prefer to discuss when I see you at 0900 on Thursday Thats OK with me How about a list of assets you own or investments you have in the forest products business Whatever you can send would be appreciated See you Thursday Allen Allen First of all dress code is business casual khakis etc My assistant Nyree Chanaba will get back to you with particulars on the hotel It will probably be the Hyatt which is kittywhichever hotel it is the concierge will be able to direct you to the Enron Building its wellour office at the most The morning session is for quiet conversations with anybody who wants onebe a lot of people or a few were in the middle of vacation time so its hard to predict attendance but I would say 9 am would be good Go to the lobby of the building and ask the security guards to call me or Nyree were on the 29th floor If its OK with you why dont you pay your hotel bill and then fax me the bill when you get home on Friday so we can cut a check If youre not too tired of Enron people at that time Id like to take you out to dinner on Thursday night As to the projector well have something set up in case the connection doesnt work we also have laptops we can hook up Well communicate more as the week goes on We look forward to seeing you Dave Hi David A couple of questions dress code for visit address and name of hotel My plane DL 1857is scheduled to arrive at 1853 I plan to go directly to the hotel do you want me to pay the bill and rebill you when I send the invoice directions from the hotel to your office When do you want me to be there on Thursday I plan to bring my laptop with several ppt presentations to show Do you have a hookup for the laptop to a projector I plan to leave a copy of the ppt slides with you if you have a zip file that can download them from my laptop I believe you were going to send me some info about Enrons plans and objectives now that I am on the team and have signed the confidentiality agreements any other questions I need to ask See you on Thursday Allen This emay contain confidential and privileged material for the sole use of the intended recipient s Any review use distribution or disclosure by others is strictly prohibited If you are not the intended recipient or authorized to receive for the recipient please contact the sender or reply to Enron Corp at  and delete all copies of the message This eintended to be an offer or an acceptance and do not create or evidence a binding and enforceable contract between Enron Corp or any of its affiliates and the intended recipient or any other party and may not be relied on by anyone as the basis of a contract by estoppel or otherwise Thank you 
437549,Read belowp never exactly known for flagope in so many ways including the fight against the evil we face today 18 Americans Blaming America The traumatic events of September 11 provided something of amoral Rorschach Test for Americans The vast majority of ourpeople world as an unmitigated act of evil whatever their views on Americanpolicies at home or abroad But on the political fringes of our country there were some whojust as instinctively reached for explanations in which Americansin the end were at least partly responsible for our own tragicmisfortune In the current issue of The Nation Robert Fisk deplores theterrorist attacks but then all but equates them to a variety of USand Israeli actions the sanctions that have destroyed the livesof perhaps half a million children in Iraq the 17500 civilianskilled in Israels 1982 invasion of Lebanon etc etc No saysFisk you cant blame anyone else for the September 11 attacksbut the malign influence of history and our share in its burdenmust surely stand in the dark with the suicide bombers Thisslippery line of reasoning is of course being echoed on televisioneach night by a variety of Middle East experts who begin bydeploring the terrorists but who eventually get around to blamingAmerica for not forcing Israel to cave into Palestinian demandsthus angering public opinion in Arab and other Islamic countries On the Right there was a breathtaking example of blameAmerica opinion from none other than the Reverends JerryFalwell and Pat Robertson on the latters Christian BroadcastingNetwork Quoth Falwell I really believe that the pagans and theabortionists and the feminists and the gays and the lesbians whoare actively trying to make that an alternative lifestyle the ACLUand the People for the American Way tried to secularize America say You helped this happenand allow the enemies of America to give us probably what wedeserve Robertson quickly replied Jerry thats my feeling Perhaps the dozens of conservative politicians and commentatorswho last year vilified Senator John McCain for calling Falwell andRobertson extremists owe the Arizona Senator an apology These sporadic expressions of blame America sentiment havebeen relatively rare But they are eerily congruent with the rhetoricof terrorists aflame at the alleged arrogance or wickedness ofAmerica Those on the Left who demonize our Middle Eastpolicies or our support for economic globalization and those onthe Right who are convinced that our culture is fatally decadentshould prayerfully reflect on this congruence Perhaps then theycan begin to share the moral clarity of most of their fellowAmerica is hardly perfect but in this fight against terrorism itsthe best hope for good in the face of evil Further Reading Terror in America by Robert Fisk The Nation October 1 2001  SUBSCRIPTION INFORMATION You are subscribed to ndolorg  ppionlineorgemail newsletters as  To subscribe unsubscribe or change yoursubscription preferences go  The New Dem Daily is published every weekdaymorning by the Democratic Leadership Council Complete archives are available on NDOLorg 
253982, W E E K E N D S Y S T E M S A V A I L A B I L I T Y F O R May 4 2001 500pm through May 7 2001 1200am SCHEDULED SYSTEM OUTAGES ARDMORE DATA CENTER AZURIX No Scheduled Outages EB34 DATA CENTER EDI SERVER No Scheduled Outages ENRON CENTER SOUTH DATA CENTER ENRON NORTH AMERICAN LANS Impact ENS Time Fri 542001 at 90000 PM CT thru Fri 542001 at 100000 PM CT Fri 542001 at 70000 PM PT thru Fri 542001 at 80000 PM PT Sat 552001 at 30000 AM London thru Sat 552001 at 40000 AM London Outage Consolidation Of Networks Environments Impacted ENA Purpose Consolidating Network Equipment Moving networks 172164820 1721613620 172165120 and 1721619420 from 3460 to 3405 Backout Contacts George Nguyen 713 Impact CORP Time Sat 552001 at 10000 PM CT thru Sat 552001 at 71500 PM CT Sat 552001 at 110000 AM PT thru Sat 552001 at 51500 PM PT Sat 552001 at 70000 PM London thru Sun 562001 at 11500 AM London Outage Migrating EES VLANs from EB3405Environments Impacted EES Purpose OffBackout Remove EB3405Replace original accessContacts Michael Huang 713 Impact ENS Time Fri 542001 at 103000 PM CT thru Sat 552001 at 120000 AM CT Fri 542001 at 83000 PM PT thru Fri 542001 at 100000 PM PT Sat 552001 at 43000 AM London thru Sat 552001 at 60000 AM London Outage Migrating Networks Off Cisco 3 and Cisco 4 Environments Impacted ENA Purpose Migration of Networks Off Legacy Cisco Boxes Backout Contacts George Nguyen 713 FIELD SERVICES No Scheduled Outages INTERNET No Scheduled Outages MESSAGING Impact Corp Notes Time Fri 542001 at 90000 PM CT thru Sat 552001 at 10000 AM CT Fri 542001 at 70000 PM PT thru Fri 542001 at 110000 PM PT Sat 552001 at 30000 AM London thru Sat 552001 at 70000 AM London Outage cNotes Server Reboots Environments Impacted All users on any of the mailservers listed below Purpose Scheduled  2 week interval Backout Make sure server comes up Contacts Trey Rhodes 713 345 Impact EI Time Fri 542001 at 90000 PM CT thru Sat 552001 at 10000 AM CT Fri 542001 at 70000 PM PT thru Fri 542001 at 110000 PM PT Sat 552001 at 30000 AM London thru Sat 552001 at 70000 AM London Outage EI Notes Server Maintenance Environments Impacted EI LocalDomesticForeign Sites Purpose Scheduled  2 week interval Backout NA Contacts David Ricafrente 713 MARKET DATA No Scheduled Outages NT No Scheduled Outages OS2 No Scheduled Outages OTHER SYSTEMS Impact Corp OTS ETS Outage Migrate DSS Server to GTHOUEnvironments Impacted DSS users will not be able to access the old server ENEDS01_ADAPTafter this date Purpose The existing server is outdated migrating to SQL 2000 provides increased functionality and conforms to database platform requirements Backout Contacts Mary Vollmer 713 Joe Hellsten 713 Impact EBS Time Fri 542001 at 80000 PM CT thru Fri 542001 at 100000 PM CT Fri 542001 at 60000 PM PT thru Fri 542001 at 80000 PM PT Sat 552001 at 20000 AM London thru Sat 552001 at 40000 AM London Outage EIGRP Integration Environments Impacted All Purpose The EBS network is being integrated into the ENW network As part of the integration we will need to bring up EIGRP process 5 on the EBS networking devices This is the first step in the routing integration Since ENW is already static routing 100008 to EBS and EBS is static routing 172160012 and 1921680016 to ENW the impact should be nil Backout Remove eigrp process 5 from iahContacts Dennis McGough 713 Scott Shishido 713Impact CORP Time Sat 552001 at 120000 AM CT thru Sat 552001 at 10000 AM CT Fri 542001 at 100000 PM PT thru Fri 552001 at 110000 PM PT Sat 552001 at 60000 AM London thru Sat 552001 at 70000 AM London Outage Elvis webserver maintenance Environments Impacted Internet Web pages Purpose Physically stabilize the server in the rack Backout Leave server on shelf unracked reboot the server Contacts Malcolm Wells 713 Impact CORP Time Fri 542001 at 60000 PM CT thru Fri 542001 at 80000 PM CT Fri 542001 at 40000 PM PT thru Fri 542001 at 60000 PM PT Sat 552001 at 120000 AM London thru Sat 552001 at 20000 AM London Outage ClearCase Patch Environments Impacted Corp Purpose This patch will resolve several issues involving the MVFS ClearCase file system Backout Remove the patch Contacts Troy Beyer 7133458316 7134061782 SITARA No Scheduled Outages SUNOSS SYSTEM No Scheduled Outages TELEPHONY No Scheduled Outages TERMINAL SERVER No Scheduled Outages UNIFY No Scheduled Outages FOR ASSISTANCE 713 853 Specific Help Information Risk Management 713 853SAPISC 713 345Unify OnSitara OnRUSGOPSGeoToolsAPRS 713 639OSSUA4TARP 713 285CPR 713 284EDI Support 713 327EES Help Desk 713853
243988,Our Pleasure Anytime Most DC employees went to GW as recommended although a few folks who had not been on the Hill decided to not to go Of the group who went to GW several employees who had not been in the Hill for the last week were told by the doctor that they did not need to be tested The following employees were tested John Shelk Pat Shortridge Chris Long Steve Burns Allison Hamilton Larry Decker Carolyn Cooney Carin Nersesian and myself We were told to expect results in two days although the doctors treating us expressed confidence that everyone would test negative Let me thank everyone for the terrific care and attention we received today DC continues to be an interesting place to be 
